Name,Price,Mrp,Reviews,Rating,Link
"OnePlus Nord CE4 Lite 5G (Ultra Orange 8GB RAM, 128GB Storage) | Lifetime Display Warranty | 5500 mAh Battery, 80W SUPERVOOC and Reverse Charging | 50MP Camera with OIS | 120Hz AMOLED Display",17997,20999,"6,915",4.1 out of 5 stars,https://www.amazon.in/OnePlus-Ultra-Orange-128GB-Storage/dp/B0D5YDJ5QM/ref=sr_1_13?dib=eyJ2IjoiMSJ9.Higc9JMQg4Bm3CYS7kXutGxbr_hEPjRi06cThRNihKE7UntGtoTPKFHNFnBb6TcAKsWni9h0laCc7rgwGxzw7eh13jWt_8I64CRkFMeeYTZXK4G3zQXzXpJR3sqB257-XaI-aW_nM-mriuCpe_MzO4XdkGv6q2ceRo_4td3l1itdP0nDdcLFRCoIaSKmEp1t9hQ5MfKo7yctovrBtXKzXZ68cIByed3M2VkENO8F1tA.VqIXGJrZl1-lZyQPmgqDBLyHqbE-RVUz0lPI0qh5V-s&dib_tag=se&keywords=mobile+phone+under+20000&qid=1750315571&sr=8-13
"Samsung Galaxy M06 5G (Blazing Black, 6GB RAM, 128 GB Storage) | MediaTek Dimensity 6300 | AnTuTu Score 422K+ | 12 5G Bands | 25W Fast Charging | 4 Gen. of OS Upgrades | Without Charger",10499,15499,"1,016",3.8 out of 5 stars,https://www.amazon.in/Samsung-MediaTek-Dimensity-Charging-Upgrades/dp/B0DX5R87P8/ref=sr_1_14?dib=eyJ2IjoiMSJ9.Higc9JMQg4Bm3CYS7kXutGxbr_hEPjRi06cThRNihKE7UntGtoTPKFHNFnBb6TcAKsWni9h0laCc7rgwGxzw7eh13jWt_8I64CRkFMeeYTZXK4G3zQXzXpJR3sqB257-XaI-aW_nM-mriuCpe_MzO4XdkGv6q2ceRo_4td3l1itdP0nDdcLFRCoIaSKmEp1t9hQ5MfKo7yctovrBtXKzXZ68cIByed3M2VkENO8F1tA.VqIXGJrZl1-lZyQPmgqDBLyHqbE-RVUz0lPI0qh5V-s&dib_tag=se&keywords=mobile+phone+under+20000&qid=1750315571&sr=8-14
"Vivo Y39 5G (Lotus Purple, 8GB RAM, 256GB Storage) with No Cost EMI/Additional Exchange Offers",18999,23999,53,4.0 out of 5 stars,https://www.amazon.in/Purple-Storage-Additional-Exchange-Offers/dp/B0DZCG3BBS/ref=sr_1_15?dib=eyJ2IjoiMSJ9.Higc9JMQg4Bm3CYS7kXutGxbr_hEPjRi06cThRNihKE7UntGtoTPKFHNFnBb6TcAKsWni9h0laCc7rgwGxzw7eh13jWt_8I64CRkFMeeYTZXK4G3zQXzXpJR3sqB257-XaI-aW_nM-mriuCpe_MzO4XdkGv6q2ceRo_4td3l1itdP0nDdcLFRCoIaSKmEp1t9hQ5MfKo7yctovrBtXKzXZ68cIByed3M2VkENO8F1tA.VqIXGJrZl1-lZyQPmgqDBLyHqbE-RVUz0lPI0qh5V-s&dib_tag=se&keywords=mobile+phone+under+20000&qid=1750315571&sr=8-15
"Redmi 13 5G, Hawaiian Blue, 6GB+128GB | India Debut SD 4 Gen 2 AE | 108MP Pro Grade Camera | 6.79in Largest Display in Segment",12499,17999,"4,950",4.0 out of 5 stars,https://www.amazon.in/Redmi-Hawaiian-Largest-Display-Segment/dp/B0D78WCNZZ/ref=sr_1_16?dib=eyJ2IjoiMSJ9.Higc9JMQg4Bm3CYS7kXutGxbr_hEPjRi06cThRNihKE7UntGtoTPKFHNFnBb6TcAKsWni9h0laCc7rgwGxzw7eh13jWt_8I64CRkFMeeYTZXK4G3zQXzXpJR3sqB257-XaI-aW_nM-mriuCpe_MzO4XdkGv6q2ceRo_4td3l1itdP0nDdcLFRCoIaSKmEp1t9hQ5MfKo7yctovrBtXKzXZ68cIByed3M2VkENO8F1tA.VqIXGJrZl1-lZyQPmgqDBLyHqbE-RVUz0lPI0qh5V-s&dib_tag=se&keywords=mobile+phone+under+20000&qid=1750315571&sr=8-16
"Motorola Edge 50 Fusion 5G (Forest Blue, 8GB RAM, 128GB Storage)",18835,25999,199,4.2 out of 5 stars,https://www.amazon.in/Motorola-Fusion-Forest-128GB-Storage/dp/B0D4JLFTJX/ref=sr_1_17?dib=eyJ2IjoiMSJ9.Higc9JMQg4Bm3CYS7kXutGxbr_hEPjRi06cThRNihKE7UntGtoTPKFHNFnBb6TcAKsWni9h0laCc7rgwGxzw7eh13jWt_8I64CRkFMeeYTZXK4G3zQXzXpJR3sqB257-XaI-aW_nM-mriuCpe_MzO4XdkGv6q2ceRo_4td3l1itdP0nDdcLFRCoIaSKmEp1t9hQ5MfKo7yctovrBtXKzXZ68cIByed3M2VkENO8F1tA.VqIXGJrZl1-lZyQPmgqDBLyHqbE-RVUz0lPI0qh5V-s&dib_tag=se&keywords=mobile+phone+under+20000&qid=1750315571&sr=8-17
"realme NARZO 70 Turbo 5G (Turbo Green, 8GB RAM,128GB Storage) | Segment's Fastest Dimensity 7300 Energy 5G Chipset | Motorsports Inspired Design",13998,20999,"3,492",4.2 out of 5 stars,https://www.amazon.in/realme-Segments-Dimensity-Motorsports-Inspired/dp/B0DDTZT8BY/ref=sr_1_18?dib=eyJ2IjoiMSJ9.Higc9JMQg4Bm3CYS7kXutGxbr_hEPjRi06cThRNihKE7UntGtoTPKFHNFnBb6TcAKsWni9h0laCc7rgwGxzw7eh13jWt_8I64CRkFMeeYTZXK4G3zQXzXpJR3sqB257-XaI-aW_nM-mriuCpe_MzO4XdkGv6q2ceRo_4td3l1itdP0nDdcLFRCoIaSKmEp1t9hQ5MfKo7yctovrBtXKzXZ68cIByed3M2VkENO8F1tA.VqIXGJrZl1-lZyQPmgqDBLyHqbE-RVUz0lPI0qh5V-s&dib_tag=se&keywords=mobile+phone+under+20000&qid=1750315571&sr=8-18
"iQOO Z10x 5G (Titanium, 8GB RAM, 256GB Storage) | 6500 mAh Large Capacity Battery | Dimensity 7300 Processor | Military-Grade Durability",16498,20499,"1,203",4.3 out of 5 stars,https://www.amazon.in/iQOO-Dimensity-Processor-Military-Grade-Durability/dp/B0F2T5RBCW/ref=sr_1_19?dib=eyJ2IjoiMSJ9.Higc9JMQg4Bm3CYS7kXutGxbr_hEPjRi06cThRNihKE7UntGtoTPKFHNFnBb6TcAKsWni9h0laCc7rgwGxzw7eh13jWt_8I64CRkFMeeYTZXK4G3zQXzXpJR3sqB257-XaI-aW_nM-mriuCpe_MzO4XdkGv6q2ceRo_4td3l1itdP0nDdcLFRCoIaSKmEp1t9hQ5MfKo7yctovrBtXKzXZ68cIByed3M2VkENO8F1tA.VqIXGJrZl1-lZyQPmgqDBLyHqbE-RVUz0lPI0qh5V-s&dib_tag=se&keywords=mobile+phone+under+20000&qid=1750315571&sr=8-19
"Samsung Galaxy M35 5G (Moonlight Blue,8GB RAM,128GB Storage)| Corning Gorilla Glass Victus+| AnTuTu Score 595K+ | Vapour Cooling Chamber | 6000mAh Battery | 120Hz Super AMOLED Display| Without Charger",18499,25999,"10,520",4.1 out of 5 stars,https://www.amazon.in/Samsung-Moonlight-Storage-Corning-Gorilla/dp/B0D813HQFN/ref=sr_1_20?dib=eyJ2IjoiMSJ9.Higc9JMQg4Bm3CYS7kXutGxbr_hEPjRi06cThRNihKE7UntGtoTPKFHNFnBb6TcAKsWni9h0laCc7rgwGxzw7eh13jWt_8I64CRkFMeeYTZXK4G3zQXzXpJR3sqB257-XaI-aW_nM-mriuCpe_MzO4XdkGv6q2ceRo_4td3l1itdP0nDdcLFRCoIaSKmEp1t9hQ5MfKo7yctovrBtXKzXZ68cIByed3M2VkENO8F1tA.VqIXGJrZl1-lZyQPmgqDBLyHqbE-RVUz0lPI0qh5V-s&dib_tag=se&keywords=mobile+phone+under+20000&qid=1750315571&sr=8-20
"Samsung Galaxy M16 5G (Mint Green, 8GB RAM, 128 GB Storage) | MediaTek Dimensity 6300 | AnTuTu Score 422K+ | Super Amoled Display | 25W Fast Charging | 6 Gen. of OS Upgrades | Without Charger",14499,18999,903,3.8 out of 5 stars,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MDg1NjA4OTUyNDQwODY6MTc1MDMxNTU3MTpzcF9idGY6MzAwNDk3MjA5NDQ0MDMyOjowOjo&url=%2FSamsung-MediaTek-Dimensity-Charging-Upgrades%2Fdp%2FB0DX6NWSRL%2Fref%3Dsr_1_22_sspa%3Fdib%3DeyJ2IjoiMSJ9.Higc9JMQg4Bm3CYS7kXutGxbr_hEPjRi06cThRNihKE7UntGtoTPKFHNFnBb6TcAKsWni9h0laCc7rgwGxzw7eh13jWt_8I64CRkFMeeYTZXK4G3zQXzXpJR3sqB257-XaI-aW_nM-mriuCpe_MzO4XdkGv6q2ceRo_4td3l1itdP0nDdcLFRCoIaSKmEp1t9hQ5MfKo7yctovrBtXKzXZ68cIByed3M2VkENO8F1tA.VqIXGJrZl1-lZyQPmgqDBLyHqbE-RVUz0lPI0qh5V-s%26dib_tag%3Dse%26keywords%3Dmobile%2Bphone%2Bunder%2B20000%26qid%3D1750315571%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&cr=ZAZ
"Acer Super ZX 5G (Cosmic Green, 6GB RAM, 128GB Storage) | 120 Hz FHD+ Display | 5000 mAh Ultra-Thin Battery | Dimensity 6300 5G Processor | Sony 64MP AI Camera",10999,18999,50,2.7 out of 5 stars,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MjAyOTg4ODAzNjk2MTk0OjE3NTAzMTU2ODg6c3BfYXRmX25leHQ6MzAwNTc4OTQ0NzU5NjMyOjowOjo&url=%2FStorage-Display-Ultra-Thin-Dimensity-Processor%2Fdp%2FB0F4DJSLJL%2Fref%3Dsr_1_17_sspa%3Fdib%3DeyJ2IjoiMSJ9._L2-XbrDiQVb0mQ1-hCqD3S04S9wHukvEZpF_nkGFpsNdx_pCf0bIetn7SYxjtIITwFyXKe61baCIh72rStYskJfsPteBzkBq-KwCTFZ31eTLke5ndyuTwAqvIHQsKxAvLT6DgTAuz0BA8xa6Bv4zLriWMnjh0LmiE_Ql5q8W1Ilm06K8acFzroYQvmpsYMPfjsGbSx4FGw82WeWkRY_wMiPLxTpqudjc516bbBVltw.iMFHKIUuB45eoPMoalHgHW6QhyHZYetmu3SSogt-5mQ%26dib_tag%3Dse%26keywords%3Dmobile%2Bphone%2Bunder%2B20000%26qid%3D1750315688%26sr%3D8-17-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"Lava Agni 3 5G (Heather Glass, 8GB+128GB) | India's 1st Dual AMOLED | Dimensity 7300X | 50MP Triple AI Camera | 66W Fast Charge,5000 mAh Battery | Clean UI | Free Replacement @ Home | Without Charger",16999,25499,808,4.2 out of 5 stars,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MjAyOTg4ODAzNjk2MTk0OjE3NTAzMTU2ODg6c3BfYXRmX25leHQ6MzAwNTYwMzE1OTA2NjMyOjowOjo&url=%2FLava-Agni-Glass-Dimensity-Replacement%2Fdp%2FB0DGQLS3RW%2Fref%3Dsr_1_18_sspa%3Fdib%3DeyJ2IjoiMSJ9._L2-XbrDiQVb0mQ1-hCqD3S04S9wHukvEZpF_nkGFpsNdx_pCf0bIetn7SYxjtIITwFyXKe61baCIh72rStYskJfsPteBzkBq-KwCTFZ31eTLke5ndyuTwAqvIHQsKxAvLT6DgTAuz0BA8xa6Bv4zLriWMnjh0LmiE_Ql5q8W1Ilm06K8acFzroYQvmpsYMPfjsGbSx4FGw82WeWkRY_wMiPLxTpqudjc516bbBVltw.iMFHKIUuB45eoPMoalHgHW6QhyHZYetmu3SSogt-5mQ%26dib_tag%3Dse%26keywords%3Dmobile%2Bphone%2Bunder%2B20000%26qid%3D1750315688%26sr%3D8-18-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"Samsung Galaxy M35 5G (Moonlight Blue,8GB RAM,128GB Storage)| Corning Gorilla Glass Victus+| AnTuTu Score 595K+ | Vapour Cooling Chamber | 6000mAh Battery | 120Hz Super AMOLED Display| Without Charger",18499,25999,"10,520",4.1 out of 5 stars,https://www.amazon.in/Samsung-Moonlight-Storage-Corning-Gorilla/dp/B0D813HQFN/ref=sr_1_19?dib=eyJ2IjoiMSJ9._L2-XbrDiQVb0mQ1-hCqD3S04S9wHukvEZpF_nkGFpsNdx_pCf0bIetn7SYxjtIITwFyXKe61baCIh72rStYskJfsPteBzkBq-KwCTFZ31eTLke5ndyuTwAqvIHQsKxAvLT6DgTAuz0BA8xa6Bv4zLriWMnjh0LmiE_Ql5q8W1Ilm06K8acFzroYQvmpsYMPfjsGbSx4FGw82WeWkRY_wMiPLxTpqudjc516bbBVltw.iMFHKIUuB45eoPMoalHgHW6QhyHZYetmu3SSogt-5mQ&dib_tag=se&keywords=mobile+phone+under+20000&qid=1750315688&sr=8-19
"Redmi 13 5G, Hawaiian Blue, 8GB+128GB | India Debut SD 4 Gen 2 AE | 108MP Pro Grade Camera | 6.79in Largest Display in Segment",13999,19999,"4,950",4.0 out of 5 stars,https://www.amazon.in/Redmi-Hawaiian-Largest-Display-Segment/dp/B0D78X544X/ref=sr_1_20?dib=eyJ2IjoiMSJ9._L2-XbrDiQVb0mQ1-hCqD3S04S9wHukvEZpF_nkGFpsNdx_pCf0bIetn7SYxjtIITwFyXKe61baCIh72rStYskJfsPteBzkBq-KwCTFZ31eTLke5ndyuTwAqvIHQsKxAvLT6DgTAuz0BA8xa6Bv4zLriWMnjh0LmiE_Ql5q8W1Ilm06K8acFzroYQvmpsYMPfjsGbSx4FGw82WeWkRY_wMiPLxTpqudjc516bbBVltw.iMFHKIUuB45eoPMoalHgHW6QhyHZYetmu3SSogt-5mQ&dib_tag=se&keywords=mobile+phone+under+20000&qid=1750315688&sr=8-20
"iQOO Z9s 5G (Titanium Matte, 8GB RAM, 128GB Storage) | 120 Hz 3D Curved AMOLED Display | 5500 mAh Ultra-Thin Battery | Dimesity 7300 5G Processor | Sony IMX882 OIS Camera with Aura Light",18998,25999,"5,089",4.3 out of 5 stars,https://www.amazon.in/iQOO-Titanium-Ultra-Thin-Dimesity-Processor/dp/B07WHS99FG/ref=sr_1_21?dib=eyJ2IjoiMSJ9._L2-XbrDiQVb0mQ1-hCqD3S04S9wHukvEZpF_nkGFpsNdx_pCf0bIetn7SYxjtIITwFyXKe61baCIh72rStYskJfsPteBzkBq-KwCTFZ31eTLke5ndyuTwAqvIHQsKxAvLT6DgTAuz0BA8xa6Bv4zLriWMnjh0LmiE_Ql5q8W1Ilm06K8acFzroYQvmpsYMPfjsGbSx4FGw82WeWkRY_wMiPLxTpqudjc516bbBVltw.iMFHKIUuB45eoPMoalHgHW6QhyHZYetmu3SSogt-5mQ&dib_tag=se&keywords=mobile+phone+under+20000&qid=1750315688&sr=8-21
"Motorola G45 5G (Viva Magenta, 8GB RAM, 128GB Storage)",11792,14999,329,4.0 out of 5 stars,https://www.amazon.in/Motorola-Viva-Magenta-128GB-Storage/dp/B0DDY9XDJS/ref=sr_1_22?dib=eyJ2IjoiMSJ9._L2-XbrDiQVb0mQ1-hCqD3S04S9wHukvEZpF_nkGFpsNdx_pCf0bIetn7SYxjtIITwFyXKe61baCIh72rStYskJfsPteBzkBq-KwCTFZ31eTLke5ndyuTwAqvIHQsKxAvLT6DgTAuz0BA8xa6Bv4zLriWMnjh0LmiE_Ql5q8W1Ilm06K8acFzroYQvmpsYMPfjsGbSx4FGw82WeWkRY_wMiPLxTpqudjc516bbBVltw.iMFHKIUuB45eoPMoalHgHW6QhyHZYetmu3SSogt-5mQ&dib_tag=se&keywords=mobile+phone+under+20000&qid=1750315688&sr=8-22
"OnePlus Nord CE4 Lite 5G (Mega Blue, 8GB RAM, 128GB Storage)",17997,20999,"6,915",4.1 out of 5 stars,https://www.amazon.in/OnePlus-Nord-Lite-128GB-Storage/dp/B0D5YFZ946/ref=sr_1_23?dib=eyJ2IjoiMSJ9._L2-XbrDiQVb0mQ1-hCqD3S04S9wHukvEZpF_nkGFpsNdx_pCf0bIetn7SYxjtIITwFyXKe61baCIh72rStYskJfsPteBzkBq-KwCTFZ31eTLke5ndyuTwAqvIHQsKxAvLT6DgTAuz0BA8xa6Bv4zLriWMnjh0LmiE_Ql5q8W1Ilm06K8acFzroYQvmpsYMPfjsGbSx4FGw82WeWkRY_wMiPLxTpqudjc516bbBVltw.iMFHKIUuB45eoPMoalHgHW6QhyHZYetmu3SSogt-5mQ&dib_tag=se&keywords=mobile+phone+under+20000&qid=1750315688&sr=8-23
